date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:10:48	17679/17679	---M-Z	200	added ('OK')	text/css	etag:%22450f-6123ea4f-44d6f707049e75b3;gz%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.12.0	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.minb683.css	(from https://pollyannaconsultancyservices.com/)
22:10:48	131034/131034	---M-Z	200	added ('OK')	text/css	etag:%221ffda-6123ea53-911a3e5c70b7ec7c;gz%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.4.2	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/css/frontend.minccfb.css	(from https://pollyannaconsultancyservices.com/)
22:10:48	200672/200672	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2230fe0-6123ea4f-a9c61c730264974d;;;%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.10.0	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons0b93.eot	(from https://pollyannaconsultancyservices.com/)
22:10:49	1687/1687	---M-Z	200	added ('OK')	application/rss+xml	etag:%2206353b4437d1f385cca59ad90d019b99%22	https://pollyannaconsultancyservices.com/comments/feed/	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/comments/feed/index.html	(from https://pollyannaconsultancyservices.com/)
22:10:49	947/947	---M-Z	200	added ('OK')	text/css	etag:%223b3-6123ff02-8ca6b04c86bd1d06;gz%22	https://pollyannaconsultancyservices.com/wp-content/uploads/elementor/css/post-19.css?ver=1629748994	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/uploads/elementor/css/post-199d09.css	(from https://pollyannaconsultancyservices.com/)
22:10:49	59344/59344	---M-Z	200	added ('OK')	text/css	etag:%22e7d0-6123ea4f-c21fea8ed2364b07;gz%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.8.4	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.minee45.css	(from https://pollyannaconsultancyservices.com/)
22:10:49	26702/26702	---M-Z	200	added ('OK')	text/css	etag:%22684e-6123ea4f-960265a69a36dfea;gz%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=4.8.4	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.minee45.css	(from https://pollyannaconsultancyservices.com/)
22:10:49	31188/31188	---M-Z	200	added ('OK')	text/css	etag:%2279d4-6123ff04-b76d4200ec379c34;gz%22	https://pollyannaconsultancyservices.com/wp-content/uploads/elementor/css/global.css?ver=1629748996	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/uploads/elementor/css/globale522.css	(from https://pollyannaconsultancyservices.com/)
22:10:50	47714/47714	---M-Z	200	added ('OK')	text/css	etag:%22ba62-6123ff04-9b79462707f5861e;gz%22	https://pollyannaconsultancyservices.com/wp-content/uploads/elementor/css/post-142.css?ver=1629748996	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/uploads/elementor/css/post-142e522.css	(from https://pollyannaconsultancyservices.com/)
22:10:50	75680/75680	---M-Z	200	added ('OK')	text/css	etag:%22127a0-6123ea60-12d071541d12c273;gz%22	https://pollyannaconsultancyservices.com/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend.css?ver=1.6.4	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend2745.css	(from https://pollyannaconsultancyservices.com/)
22:10:50	120489/120489	---M-Z	200	added ('OK')	text/css	etag:%221d6a9-6123ea84-8d3b0d49f546c2a8;gz%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons.css?ver=2.3.5	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons25b6.css	(from https://pollyannaconsultancyservices.com/)
22:10:50	442183/442183	---M-Z	200	added ('OK')	text/css	etag:%226bf47-6123ea7c-8d23ea0096cf9d10;gz%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=2.3.5	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles25b6.css	(from https://pollyannaconsultancyservices.com/)
22:10:51	30164/30164	---M-Z	200	added ('OK')	text/css	etag:%2275d4-6123ea7c-7b450f0b6a70e213;gz%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive.css?ver=2.3.5	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive25b6.css	(from https://pollyannaconsultancyservices.com/)
22:10:51	57912/57912	---M-Z	200	added ('OK')	text/css	etag:%22e238-6123ea4f-a54ec322f9a93556;gz%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://pollyannaconsultancyservices.com/)
22:10:51	669/669	---M-Z	200	added ('OK')	text/css	etag:%2229d-6123ea4f-cbc34d8772c0fc6a;gz%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://pollyannaconsultancyservices.com/)
22:10:51	675/675	---M-Z	200	added ('OK')	text/css	etag:%222a3-6123ea4f-f2fc18bf42c4249;gz%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://pollyannaconsultancyservices.com/)
22:10:51	89521/89521	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215db1-61260f27-2175a739f4e5d7f7;gz%22	https://pollyannaconsultancyservices.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-includes/js/jquery/jquery.minaf6c.js	(from https://pollyannaconsultancyservices.com/)
22:10:52	11224/11224	---M-Z	200	added ('OK')	application/x-javascript	etag:%222bd8-602ff2af-16b015afeebd953;gz%22	https://pollyannaconsultancyservices.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://pollyannaconsultancyservices.com/)
22:10:52	15055/15055	---M-Z	200	added ('OK')	application/x-javascript	etag:%223acf-6123ea4b-5a5ede3c4a3c8692;gz%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=4.8.4	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.minee45.js	(from https://pollyannaconsultancyservices.com/)
22:10:52	162763/162763	---MCZ	200	added ('OK')	application/json	etag:%2215-1631637652;gz%22	https://pollyannaconsultancyservices.com/wp-json/	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-json/index.html	(from https://pollyannaconsultancyservices.com/)
22:10:53	40994/40994	---MCZ	200	added ('OK')	application/json	etag:%2216-1631637653;gz%22	https://pollyannaconsultancyservices.com/wp-json/wp/v2/pages/142	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-json/wp/v2/pages/142.json	(from https://pollyannaconsultancyservices.com/)
22:10:53	906/906	---M-Z	200	added ('OK')	text/xml	date:Tue,%2014%20Sep%202021%2016:40:53%20GMT	https://pollyannaconsultancyservices.com/xmlrpc.php?rsd	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/xmlrpc0db0.php	(from https://pollyannaconsultancyservices.com/)
22:10:53	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%22415-602ff2af-68fa4ab00ed5f952;gz%22	https://pollyannaconsultancyservices.com/wp-includes/wlwmanifest.xml	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-includes/wlwmanifest.xml	(from https://pollyannaconsultancyservices.com/)
22:10:54	2355/2355	---M-Z	200	added ('OK')	application/json	etag:%2217-1631637654;gz%22	https://pollyannaconsultancyservices.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpollyannaconsultancyservices.com%2F	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-json/oembed/1.0/embed7e42.json	(from https://pollyannaconsultancyservices.com/)
22:10:54	2449/2449	---M-Z	200	added ('OK')	text/xml	etag:%2218-1631637654;gz%22	https://pollyannaconsultancyservices.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpollyannaconsultancyservices.com%2F&format=xml	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-json/oembed/1.0/embed56ce	(from https://pollyannaconsultancyservices.com/)
22:10:54	1033/1033	---M--	200	added ('OK')	image/png	etag:%22409-605c0f23-eb093d24c6c8dfb8;;;%22	https://pollyannaconsultancyservices.com/wp-content/uploads/2021/03/cropped-logo-32x32.png	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/uploads/2021/03/cropped-logo-32x32.png	(from https://pollyannaconsultancyservices.com/)
22:10:54	11091/11091	---M--	200	added ('OK')	image/png	etag:%222b53-605c0f23-95bd47559bc0611;;;%22	https://pollyannaconsultancyservices.com/wp-content/uploads/2021/03/cropped-logo-192x192.png	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/uploads/2021/03/cropped-logo-192x192.png	(from https://pollyannaconsultancyservices.com/)
22:10:55	10333/10333	---M--	200	added ('OK')	image/png	etag:%22285d-605c0f23-ea4fa7501af707f5;;;%22	https://pollyannaconsultancyservices.com/wp-content/uploads/2021/03/cropped-logo-180x180.png	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/uploads/2021/03/cropped-logo-180x180.png	(from https://pollyannaconsultancyservices.com/)
22:10:55	7177/7177	---M--	200	added ('OK')	image/png	etag:%221c09-60b28b02-495fa7bfe4c4bace;;;%22	https://pollyannaconsultancyservices.com/wp-content/uploads/2021/03/cropped-cropped-logo-1-150x60.png	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/uploads/2021/03/cropped-cropped-logo-1-150x60.png	(from https://pollyannaconsultancyservices.com/)
22:10:55	0/0	---M--	200	added ('OK')	text/html	date:Tue,%2014%20Sep%202021%2016:40:55%20GMT	https://pollyannaconsultancyservices.com/wp-content/plugins/corona-virus-data/	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/corona-virus-data/index.html	(from https://pollyannaconsultancyservices.com/)
22:10:55	33765/33765	---M-Z	200	added ('OK')	text/css	etag:%2283e5-609fe5c4-1a4151d329c216d1;gz%22	https://pollyannaconsultancyservices.com/wp-content/uploads/forminator/css/style-532.css?ver=1617368987	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/uploads/forminator/css/style-5324a4b.css	(from https://pollyannaconsultancyservices.com/)
22:10:55	4975/4975	---M-Z	200	added ('OK')	text/css	etag:%22136f-6123eae9-ad7adf1bc0d922bf;gz%22	https://pollyannaconsultancyservices.com/wp-content/plugins/forminator/assets/forminator-ui/css/forminator-icons.min.css?ver=1.15.0.1	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/forminator/assets/forminator-ui/css/forminator-icons.min9330.css	(from https://pollyannaconsultancyservices.com/)
22:10:55	763/763	---M-Z	200	added ('OK')	text/css	etag:%222fb-6123eae9-e7f2ba5042a36d38;gz%22	https://pollyannaconsultancyservices.com/wp-content/plugins/forminator/assets/forminator-ui/css/src/forminator-utilities.min.css?ver=1.15.0.1	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/forminator/assets/forminator-ui/css/src/forminator-utilities.min9330.css	(from https://pollyannaconsultancyservices.com/)
22:10:56	3751/3751	---M-Z	200	added ('OK')	text/css	etag:%22ea7-6123eae9-bf8f37f1d73a81e7;gz%22	https://pollyannaconsultancyservices.com/wp-content/plugins/forminator/assets/forminator-ui/css/src/grid/forminator-grid.open.min.css?ver=1.15.0.1	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/forminator/assets/forminator-ui/css/src/grid/forminator-grid.open.min9330.css	(from https://pollyannaconsultancyservices.com/)
22:10:56	96269/96269	---MCZ	200	added ('OK')	text/html	etag:%2213-1631636859;gz%22	https://pollyannaconsultancyservices.com/about-us/	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/about-us/index.html	(from https://pollyannaconsultancyservices.com/)
22:10:56	107795/107795	---M-Z	200	added ('OK')	text/css	etag:%221a513-6123eae9-617f3dc9c84432a;gz%22	https://pollyannaconsultancyservices.com/wp-content/plugins/forminator/assets/forminator-ui/css/src/form/forminator-form-material.base.min.css?ver=1.15.0.1	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/forminator/assets/forminator-ui/css/src/form/forminator-form-material.base.min9330.css	(from https://pollyannaconsultancyservices.com/)
22:10:56	65842/65842	---M-Z	200	added ('OK')	text/css	etag:%2210132-6123eae9-cf4e064d9328b0d;gz%22	https://pollyannaconsultancyservices.com/wp-content/plugins/forminator/assets/forminator-ui/css/src/form/forminator-form-material.full.min.css?ver=1.15.0.1	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/forminator/assets/forminator-ui/css/src/form/forminator-form-material.full.min9330.css	(from https://pollyannaconsultancyservices.com/)
22:10:56	21125/21125	---M-Z	200	added ('OK')	text/css	etag:%225285-6123eafa-7ee401a6cea2af48;gz%22	https://pollyannaconsultancyservices.com/wp-content/plugins/forminator/assets/css/intlTelInput.min.css?ver=4.0.3	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/forminator/assets/css/intlTelInput.minfa0c.css	(from https://pollyannaconsultancyservices.com/)
22:10:57	5854/5854	---M-Z	200	added ('OK')	text/css	etag:%2216de-6049cc77-e3e5c1b8c1b7468d;gz%22	https://pollyannaconsultancyservices.com/wp-includes/css/buttons.min.css?ver=5.8.1	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-includes/css/buttons.minf658.css	(from https://pollyannaconsultancyservices.com/)
22:10:57	108475/108475	---M-Z	200	added ('OK')	text/html	etag:%2211-1631609319;gz%22	https://pollyannaconsultancyservices.com/our-services/	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/our-services/index.html	(from https://pollyannaconsultancyservices.com/)
22:10:57	18468/18468	---M-Z	200	added ('OK')	text/css	etag:%224824-6123ea4f-ea3c8849c4a064fc;gz%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.4.2	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/animations/animations.minccfb.css	(from https://pollyannaconsultancyservices.com/)
22:10:57	80792/80792	---MCZ	200	added ('OK')	text/html	etag:%224-1631554006;gz%22	https://pollyannaconsultancyservices.com/training-services/	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/training-services/index.html	(from https://pollyannaconsultancyservices.com/)
22:10:57	15220/15220	---M-Z	200	added ('OK')	application/x-javascript	etag:%223b74-612bc645-40865112bf52b7b8;gz%22	https://pollyannaconsultancyservices.com/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=3.6.8	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/themes/astra/assets/js/minified/frontend.mina4f3.js	(from https://pollyannaconsultancyservices.com/)
22:10:58	6072/6072	---M-Z	200	added ('OK')	application/x-javascript	etag:%2217b8-61262c11-c2ec02b3b98990df;gz%22	https://pollyannaconsultancyservices.com/wp-content/uploads/essential-addons-elementor/cb70d11b8.min.js?ver=1631546893	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/uploads/essential-addons-elementor/cb70d11b8.mind08f.js	(from https://pollyannaconsultancyservices.com/)
22:10:58	80818/80818	---MCZ	200	added ('OK')	text/html	etag:%225-1631554025;gz%22	https://pollyannaconsultancyservices.com/placement-services/	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/placement-services/index.html	(from https://pollyannaconsultancyservices.com/)
22:10:58	40/40	---M--	200	added ('OK')	application/x-javascript	etag:%2228-6123ea84-9bfd2e81e1c3311d;;;%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script.js?ver=2.3.5	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script25b6.js	(from https://pollyannaconsultancyservices.com/)
22:10:58	132179/132179	---MCZ	200	added ('OK')	text/html	etag:%226-1631554033;gz%22	https://pollyannaconsultancyservices.com/educational-services/	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/educational-services/index.html	(from https://pollyannaconsultancyservices.com/)
22:10:58	146284/146284	---M-Z	200	added ('OK')	application/x-javascript	etag:%2223b6c-6123ea7c-f450548ddf9334e7;gz%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts.js?ver=2.3.5	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts25b6.js	(from https://pollyannaconsultancyservices.com/)
22:10:59	1426/1426	---M-Z	200	added ('OK')	application/x-javascript	etag:%22592-602ff2af-de7da0444f2cb147;gz%22	https://pollyannaconsultancyservices.com/wp-includes/js/wp-embed.min.js?ver=5.8.1	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-includes/js/wp-embed.minf658.js	(from https://pollyannaconsultancyservices.com/)
22:10:59	24376/24376	---M-Z	200	added ('OK')	application/x-javascript	etag:%225f38-6123eaf6-2715cbf20e852a31;gz%22	https://pollyannaconsultancyservices.com/wp-content/plugins/forminator/assets/js/library/jquery.validate.min.js?ver=1.15.0.1	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/forminator/assets/js/library/jquery.validate.min9330.js	(from https://pollyannaconsultancyservices.com/)
22:10:59	13166/13166	---M-Z	200	added ('OK')	application/x-javascript	etag:%22336e-6123eae9-fffc017f984bd42d;gz%22	https://pollyannaconsultancyservices.com/wp-content/plugins/forminator/assets/forminator-ui/js/forminator-form.min.js?ver=1.15.0.1	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/forminator/assets/forminator-ui/js/forminator-form.min9330.js	(from https://pollyannaconsultancyservices.com/)
22:10:59	180010/180010	---M-Z	200	added ('OK')	application/x-javascript	etag:%222bf2a-6123eae5-a6c03647049134f0;gz%22	https://pollyannaconsultancyservices.com/wp-content/plugins/forminator/build/front/front.multi.min.js?ver=1.15.0.1	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/forminator/build/front/front.multi.min9330.js	(from https://pollyannaconsultancyservices.com/)
22:10:59	24239/24239	---M-Z	200	added ('OK')	application/x-javascript	etag:%225eaf-6123eaf6-55acdef460c86cf6;gz%22	https://pollyannaconsultancyservices.com/wp-content/plugins/forminator/assets/js/library/intlTelInput.min.js?ver=1.15.0.1	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/forminator/assets/js/library/intlTelInput.min9330.js	(from https://pollyannaconsultancyservices.com/)
22:11:00	4879/4879	---M-Z	200	added ('OK')	application/x-javascript	etag:%22130f-6123ea43-21b93ac788ddb4f6;gz%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.4.2	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/js/webpack.runtime.minccfb.js	(from https://pollyannaconsultancyservices.com/)
22:11:00	143182/143182	---MCZ	200	added ('OK')	text/html	etag:%2219-1631637660;gz%22	https://pollyannaconsultancyservices.com/business-with-us/	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/business-with-us/index.html	(from https://pollyannaconsultancyservices.com/)
22:11:00	98601/98601	---MCZ	200	added ('OK')	text/html	etag:%227-1631558180;gz%22	https://pollyannaconsultancyservices.com/contact-us/	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/contact-us/index.html	(from https://pollyannaconsultancyservices.com/)
22:11:00	156925/156925	---MCZ	200	added ('OK')	text/html	etag:%2212-1631636854;gz%22	https://pollyannaconsultancyservices.com/pollyanna-covid-support-save-the-people/	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/pollyanna-covid-support-save-the-people/index.html	(from https://pollyannaconsultancyservices.com/)
22:11:00	14002/14002	---M-Z	200	added ('OK')	application/x-javascript	etag:%2236b2-6123ea43-f925a29ddf4cad2e;gz%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.4.2	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/js/frontend-modules.minccfb.js	(from https://pollyannaconsultancyservices.com/)
22:11:01	12198/12198	---M-Z	200	added ('OK')	application/x-javascript	etag:%222fa6-6123ea4f-7edd374349134717;gz%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://pollyannaconsultancyservices.com/)
22:11:01	20787/20787	---M-Z	200	added ('OK')	application/x-javascript	etag:%225133-6077ccfb-eea66a8706cb12d1;gz%22	https://pollyannaconsultancyservices.com/wp-includes/js/jquery/ui/core.min.js?ver=1.12.1	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-includes/js/jquery/ui/core.min35d0.js	(from https://pollyannaconsultancyservices.com/)
22:11:01	139153/139153	---M-Z	200	added ('OK')	application/x-javascript	etag:%2221f91-6123ea47-91ba0c4b7c2c1fd1;gz%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/swiper/swiper.min48f5.js	(from https://pollyannaconsultancyservices.com/)
22:11:01	2578/2578	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a12-6123ea4f-9160f1478c6c3875;gz%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/share-link/share-link.min.js?ver=3.4.2	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/share-link/share-link.minccfb.js	(from https://pollyannaconsultancyservices.com/)
